aX,aY,aZ,gX,gY,gZ
-0.027,-0.619,0.823,-5.859,-1.404,-4.395
-0.039,-0.628,0.822,-8.240,0.183,-0.366
-0.046,-0.629,0.818,-7.385,6.042,4.028
-0.044,-0.616,0.817,-5.066,12.146,7.690
-0.041,-0.604,0.822,-3.601,16.113,10.437
-0.047,-0.586,0.822,-3.296,17.578,12.573
-0.056,-0.566,0.827,-3.540,17.334,12.939
-0.051,-0.542,0.832,-4.211,15.686,10.681
-0.032,-0.520,0.826,-5.493,12.085,5.615
-0.015,-0.519,0.824,-8.789,3.723,-0.854
-0.005,-0.536,0.833,-12.573,-6.165,-6.042
-0.012,-0.563,0.841,-14.893,-11.963,-9.338
-0.027,-0.588,0.849,-14.282,-12.146,-8.972
-0.031,-0.610,0.841,-12.207,-7.019,-5.798
-0.033,-0.627,0.826,-8.606,0.610,-1.465
-0.035,-0.624,0.827,-4.822,7.446,3.113
-0.033,-0.594,0.834,-3.540,12.451,7.080
-0.032,-0.561,0.833,-3.906,15.564,9.216
-0.022,-0.539,0.831,-4.944,15.991,8.728
-0.014,-0.517,0.834,-6.836,12.878,5.981
-0.014,-0.510,0.839,-9.277,8.057,2.502
-0.011,-0.512,0.838,-11.414,4.211,-0.427
-0.012,-0.518,0.839,-11.841,2.930,-1.831
-0.015,-0.527,0.832,-10.620,4.333,-0.916
-0.018,-0.542,0.825,-8.118,7.751,1.038
-0.021,-0.551,0.820,-6.470,10.925,3.723
-0.030,-0.548,0.818,-6.592,12.756,6.165

0.290,0.617,1.652,33.997,23.437,23.315
0.208,0.746,1.577,23.132,18.066,18.860
0.102,0.898,1.468,10.437,9.888,10.986
-0.022,1.035,1.298,0.000,1.587,1.160
-0.187,1.082,1.092,-2.075,-5.493,-7.263
-0.402,1.012,0.902,5.371,-10.376,-13.977
-0.631,0.824,0.699,20.569,-10.254,-22.034
-0.813,0.502,0.488,39.978,-4.578,-35.400
-0.976,0.068,0.289,57.678,-0.427,-56.030
-1.035,-0.548,0.083,67.566,-7.263,-82.275
-0.978,-1.253,-0.043,72.937,-24.841,-119.568
-0.809,-1.905,-0.081,74.585,-46.082,-156.738
-0.594,-2.454,-0.051,73.120,-60.425,-181.458
-0.370,-2.862,0.018,75.073,-54.077,-186.157
-0.138,-3.079,0.097,79.895,-22.217,-170.654
0.158,-3.114,0.139,82.397,28.259,-143.982
0.514,-3.005,0.116,78.308,82.092,-112.366
0.845,-2.748,0.054,65.430,119.141,-75.928
1.011,-2.382,0.008,47.241,126.831,-37.048
1.002,-1.962,-0.007,25.818,101.013,-5.920
0.807,-1.583,0.035,2.747,45.166,8.850
0.486,-1.262,0.150,-15.320,-17.822,12.939
0.141,-1.020,0.307,-24.658,-62.927,17.029
-0.136,-0.867,0.464,-25.818,-78.918,23.193
-0.321,-0.773,0.577,-22.827,-72.876,30.090
-0.435,-0.705,0.637,-19.470,-56.396,36.072
-0.502,-0.621,0.650,-15.869,-37.659,39.063
-0.521,-0.548,0.628,-13.550,-20.630,38.147
-0.493,-0.504,0.596,-12.939,-9.460,33.447
-0.444,-0.467,0.571,-13.611,-6.653,26.489
-0.380,-0.468,0.556,-13.672,-9.094,16.479
-0.317,-0.499,0.555,-12.512,-14.709,5.981
-0.277,-0.549,0.576,-8.728,-19.165,-0.610
-0.258,-0.600,0.607,-3.296,-17.883,-3.052
-0.233,-0.652,0.631,1.587,-11.841,-2.930
-0.185,-0.705,0.645,5.432,-6.165,-2.380
-0.143,-0.745,0.663,8.911,-1.465,-1.648
-0.075,-0.780,0.658,11.047,2.625,-0.977
-0.009,-0.826,0.660,12.939,5.920,0.061
0.021,-0.856,0.674,12.573,4.883,2.441
0.024,-0.866,0.680,8.972,-0.122,3.906
0.021,-0.874,0.697,5.676,-6.470,3.296
0.007,-0.877,0.731,3.601,-11.963,3.418
-0.021,-0.860,0.763,0.244,-15.564,5.798
-0.062,-0.831,0.772,-3.540,-15.564,9.277
-0.086,-0.808,0.763,-5.798,-12.451,10.864
-0.085,-0.799,0.752,-6.042,-7.996,10.559
-0.082,-0.781,0.736,-5.432,-4.333,10.193
-0.069,-0.772,0.723,-4.456,-1.648,9.399
-0.047,-0.791,0.726,-2.930,-1.404,7.507
-0.031,-0.812,0.746,-2.075,-4.211,4.578
-0.021,-0.838,0.781,-3.174,-9.216,0.916
-0.024,-0.853,0.826,-5.737,-15.747,-0.427
-0.041,-0.857,0.864,-10.254,-21.362,1.404
-0.072,-0.833,0.882,-15.381,-22.644,4.883
-0.096,-0.801,0.880,-18.799,-18.677,7.935
-0.099,-0.775,0.853,-20.813,-11.719,10.071
-0.095,-0.754,0.823,-21.179,-5.493,11.414
-0.089,-0.734,0.800,-20.081,-0.916,11.902
-0.079,-0.727,0.769,-18.677,3.174,10.986
-0.062,-0.725,0.745,-16.296,5.798,8.789
-0.058,-0.744,0.729,-13.611,5.676,4.883
-0.036,-0.772,0.723,-11.292,2.686,-0.854
0.000,-0.815,0.735,-10.925,-3.296,-5.676
0.032,-0.858,0.750,-14.160,-9.949,-5.920
0.020,-0.854,0.767,-18.982,-14.160,-0.244
-0.011,-0.818,0.770,-23.010,-12.329,8.728
-0.044,-0.781,0.758,-25.879,-6.287,16.724
-0.070,-0.741,0.751,-26.184,0.000,22.034
-0.084,-0.683,0.745,-25.940,5.249,22.705
-0.081,-0.627,0.731,-26.062,6.592,19.348
-0.082,-0.589,0.720,-25.391,3.113,14.221
-0.091,-0.569,0.722,-23.865,-3.357,7.324
-0.091,-0.572,0.722,-22.461,-9.766,-0.916
-0.071,-0.611,0.737,-20.081,-14.160,-6.958
-0.050,-0.653,0.756,-18.005,-14.709,-8.301
-0.037,-0.694,0.769,-19.043,-11.963,-3.235
-0.066,-0.687,0.776,-21.545,-6.897,7.202
-0.101,-0.660,0.761,-23.132,2.380,16.541
-0.104,-0.637,0.747,-22.034,11.780,21.484
-0.101,-0.612,0.742,-20.386,16.052,21.851
-0.075,-0.589,0.736,-21.118,14.221,19.043
-0.058,-0.569,0.736,-22.827,9.033,14.771
-0.053,-0.552,0.743,-23.865,2.808,10.376
-0.062,-0.544,0.749,-24.841,-1.648,6.958
-0.060,-0.543,0.753,-24.170,-2.869,5.188
-0.073,-0.552,0.756,-21.057,-1.221,5.066
-0.078,-0.554,0.757,-18.433,1.648,6.775
-0.088,-0.546,0.760,-15.869,5.920,9.705
-0.088,-0.528,0.765,-14.404,9.949,12.024
-0.084,-0.504,0.759,-14.282,13.672,14.587
-0.074,-0.487,0.749,-14.221,16.907,15.564
-0.059,-0.482,0.738,-14.221,16.724,14.771
-0.048,-0.477,0.734,-15.015,14.221,12.390
-0.032,-0.472,0.740,-15.869,10.742,8.972
-0.024,-0.472,0.744,-16.357,7.202,5.493
-0.019,-0.489,0.753,-16.113,5.615,3.296
-0.023,-0.483,0.770,-15.564,4.395,3.296
-0.028,-0.470,0.794,-13.489,5.005,5.249
-0.037,-0.466,0.811,-11.414,7.996,7.507
-0.040,-0.456,0.829,-8.606,12.207,9.460
-0.036,-0.434,0.843,-6.653,14.954,10.193
-0.019,-0.420,0.858,-5.615,16.846,9.705
-0.009,-0.415,0.864,-5.432,16.663,8.301
0.002,-0.422,0.872,-5.188,15.015,7.080
0.000,-0.442,0.879,-5.432,13.489,5.615
0.003,-0.466,0.883,-6.042,12.939,4.333
0.014,-0.482,0.885,-7.263,13.000,3.113
0.015,-0.493,0.874,-10.620,11.963,2.319
0.006,-0.491,0.861,-14.893,10.559,2.136
0.005,-0.462,0.858,-18.005,9.216,2.258
0.016,-0.422,0.853,-18.860,9.277,2.380
0.022,-0.404,0.845,-16.418,11.108,2.869
0.026,-0.403,0.856,-11.047,13.306,3.601
0.020,-0.417,0.880,-5.554,15.381,4.456
0.029,-0.441,0.901,-0.916,19.470,4.883
0.051,-0.464,0.911,2.136,23.376,5.615
0.049,-0.490,0.919,2.747,24.902,6.958
0.053,-0.516,0.922,1.160,24.719,7.446

0.519,0.765,1.657,48.645,-15.686,25.696
0.414,0.966,1.641,48.218,-11.536,28.931
0.214,1.117,1.582,48.706,-8.606,29.846
-0.029,1.239,1.498,49.500,-4.944,27.283
-0.298,1.283,1.376,49.316,-0.427,20.386
-0.569,1.226,1.214,50.049,1.770,8.362
-0.801,1.019,1.026,53.284,3.052,-10.071
-0.999,0.673,0.834,59.937,4.517,-36.682
-1.105,0.150,0.652,67.139,3.540,-69.824
-1.097,-0.522,0.511,72.510,-5.066,-108.337
-1.043,-1.262,0.378,71.106,-22.339,-144.287
-0.993,-1.925,0.247,62.012,-38.940,-172.852
-0.888,-2.469,0.082,48.401,-44.678,-189.331
-0.719,-2.870,-0.047,43.701,-37.964,-192.627
-0.473,-3.057,-0.064,50.537,-15.625,-182.556
-0.153,-3.086,-0.014,59.875,22.400,-161.316
0.222,-3.001,-0.007,62.073,71.167,-128.784
0.561,-2.762,-0.084,55.359,114.685,-89.294
0.820,-2.416,-0.228,41.443,138.855,-48.462
0.905,-2.060,-0.313,26.855,129.028,-13.611
0.778,-1.708,-0.233,12.024,79.285,6.409
0.515,-1.427,-0.012,-2.686,8.423,9.521
0.224,-1.208,0.262,-15.442,-52.063,5.249
-0.013,-1.007,0.458,-24.658,-80.872,6.653
-0.200,-0.818,0.565,-27.954,-78.369,14.893
-0.344,-0.629,0.619,-25.146,-57.739,25.879
-0.444,-0.472,0.631,-19.836,-33.875,34.241
-0.486,-0.363,0.630,-13.550,-15.747,35.522
-0.462,-0.306,0.624,-7.751,-5.371,29.480
-0.404,-0.310,0.611,-4.517,-1.953,19.775
-0.337,-0.351,0.624,-2.930,-4.517,8.728
-0.280,-0.409,0.667,-2.563,-11.169,-2.319
-0.218,-0.487,0.707,-2.625,-15.320,-9.460
-0.138,-0.569,0.731,-1.526,-13.245,-13.306
-0.055,-0.653,0.743,0.366,-8.057,-13.489
0.015,-0.719,0.743,1.953,-3.174,-10.925
0.066,-0.771,0.733,2.991,1.038,-7.202
0.114,-0.800,0.709,3.479,4.211,-4.761
0.157,-0.808,0.678,3.174,4.578,-2.258
0.179,-0.809,0.663,2.747,2.441,0.244
0.187,-0.820,0.663,2.686,-1.526,2.502
0.182,-0.836,0.668,2.380,-5.798,4.272
0.158,-0.840,0.683,2.258,-8.728,6.348
0.126,-0.849,0.705,2.991,-9.949,8.545
0.088,-0.854,0.721,3.418,-10.498,10.498
0.056,-0.861,0.724,3.235,-11.292,11.658
0.033,-0.859,0.732,2.686,-12.451,12.268
0.005,-0.831,0.750,1.282,-14.282,13.550
-0.053,-0.774,0.762,-2.258,-16.785,16.113
-0.099,-0.721,0.753,-6.531,-19.104,17.151
-0.120,-0.694,0.747,-8.972,-21.301,15.503
-0.139,-0.679,0.761,-9.521,-23.560,13.123
-0.149,-0.674,0.777,-9.583,-23.193,11.230
-0.143,-0.689,0.785,-8.545,-19.653,9.949
-0.129,-0.716,0.788,-6.714,-14.526,10.254
-0.110,-0.743,0.786,-5.554,-9.460,11.169
-0.091,-0.760,0.777,-5.310,-5.676,12.207
-0.068,-0.763,0.760,-5.615,-3.845,12.024
-0.041,-0.761,0.752,-6.104,-4.456,10.376
-0.020,-0.759,0.759,-7.996,-7.385,9.277
-0.011,-0.755,0.765,-11.597,-11.658,9.460
-0.020,-0.738,0.769,-15.259,-14.709,10.437
-0.041,-0.717,0.777,-16.968,-14.954,11.719
-0.060,-0.705,0.780,-17.029,-12.817,12.512
-0.072,-0.700,0.781,-16.174,-10.315,12.268
-0.078,-0.698,0.772,-15.076,-7.446,11.658
-0.082,-0.691,0.761,-13.184,-4.944,10.925
-0.093,-0.669,0.752,-11.475,-3.113,10.315
-0.112,-0.631,0.741,-10.193,-3.052,8.972
-0.104,-0.618,0.736,-9.644,-4.700,5.676
-0.081,-0.628,0.744,-9.888,-7.446,2.869
-0.076,-0.644,0.764,-11.292,-10.132,3.235
-0.068,-0.675,0.772,-13.428,-10.986,5.005
-0.054,-0.698,0.784,-15.137,-8.850,7.141
-0.046,-0.715,0.785,-15.808,-5.249,9.949
-0.046,-0.717,0.782,-15.869,-1.160,13.794
-0.053,-0.700,0.771,-15.930,1.709,16.479
-0.061,-0.673,0.760,-16.052,1.770,16.785
-0.070,-0.648,0.759,-16.174,-1.709,14.771
-0.080,-0.622,0.770,-16.785,-5.371,11.414
-0.085,-0.591,0.775,-17.029,-6.592,7.690
-0.079,-0.567,0.765,-15.808,-4.883,4.883
-0.073,-0.559,0.760,-13.000,-2.014,3.967
-0.073,-0.561,0.767,-9.644,0.916,4.456
-0.074,-0.578,0.777,-6.958,3.784,5.188
-0.083,-0.590,0.774,-5.554,6.653,5.920
-0.073,-0.628,0.762,-5.493,9.644,7.141
-0.048,-0.649,0.756,-4.639,10.986,5.554
-0.034,-0.656,0.744,-6.592,9.033,5.249
-0.033,-0.658,0.728,-11.108,4.822,5.859
-0.035,-0.643,0.719,-14.832,0.610,5.737
-0.037,-0.615,0.716,-16.663,-2.136,4.822
-0.034,-0.594,0.721,-16.357,-2.502,4.150
-0.032,-0.586,0.736,-14.404,-1.343,4.883
-0.047,-0.585,0.751,-11.475,1.831,6.775
-0.057,-0.579,0.768,-8.179,6.531,8.850
-0.075,-0.572,0.777,-4.761,10.681,9.705
-0.084,-0.572,0.776,-1.953,13.184,9.033
-0.073,-0.574,0.782,-0.244,14.221,7.996
-0.068,-0.584,0.795,0.061,13.428,6.287
-0.059,-0.580,0.800,-1.831,9.827,4.883
-0.064,-0.575,0.801,-4.517,6.104,3.784
-0.064,-0.543,0.812,-6.348,4.272,3.113
-0.061,-0.513,0.822,-7.141,5.310,2.502
-0.050,-0.502,0.820,-7.202,8.057,1.953
-0.044,-0.507,0.812,-6.531,10.681,1.648
-0.035,-0.515,0.806,-4.944,13.367,0.732
-0.011,-0.516,0.804,-2.991,15.503,-0.061
0.029,-0.544,0.804,-2.136,16.785,0.366
0.033,-0.557,0.804,-1.770,16.235,0.366
0.043,-0.567,0.810,-1.831,15.015,0.305
0.052,-0.572,0.823,-2.991,12.085,0.122
0.038,-0.569,0.836,-4.761,8.362,0.366
0.017,-0.568,0.838,-6.592,5.676,0.000
0.012,-0.562,0.842,-7.385,4.822,-0.610
-0.005,-0.566,0.842,-6.165,5.554,-1.282
0.001,-0.579,0.851,-3.723,8.606,-0.671
0.015,-0.577,0.862,-1.465,13.550,1.221
0.034,-0.569,0.856,-1.099,18.860,3.601

0.877,0.606,1.654,16.846,5.432,8.911
0.900,0.786,1.617,14.343,5.188,12.207
0.839,0.950,1.550,13.367,3.479,18.555
0.668,1.128,1.479,14.648,0.549,26.428
0.398,1.298,1.400,18.066,-0.916,34.668
0.090,1.426,1.302,20.447,-0.183,37.720
-0.258,1.496,1.157,23.926,-0.549,32.288
-0.596,1.413,0.982,29.846,-1.709,17.944
-0.895,1.091,0.785,35.706,-6.226,-4.028
-1.207,0.539,0.573,39.063,-16.907,-31.799
-1.463,-0.167,0.349,45.715,-30.396,-67.322
-1.530,-1.077,0.176,60.364,-42.786,-113.281
-1.317,-2.077,0.104,75.500,-55.664,-164.246
-0.914,-2.818,0.162,84.290,-62.012,-199.280
-0.476,-3.234,0.223,84.778,-46.631,-202.026
-0.012,-3.351,0.192,77.576,-8.179,-177.979
0.374,-3.279,0.100,66.833,36.438,-142.761
0.650,-3.076,0.000,57.373,71.411,-106.079
0.890,-2.787,-0.037,48.523,88.013,-69.031
0.980,-2.470,-0.025,33.752,77.087,-37.292
0.927,-2.111,0.036,11.841,39.673,-16.357
0.756,-1.770,0.143,-7.385,-4.150,-4.700
0.523,-1.433,0.257,-18.982,-33.936,9.155
0.209,-1.100,0.395,-24.048,-45.105,26.672
-0.057,-0.805,0.454,-26.733,-42.603,40.466
-0.223,-0.562,0.459,-26.733,-32.776,44.067
-0.322,-0.345,0.446,-24.109,-23.254,41.626
-0.372,-0.222,0.448,-18.188,-13.428,37.842
-0.375,-0.208,0.467,-11.353,-4.333,32.776
-0.348,-0.232,0.500,-5.615,1.587,25.146
-0.276,-0.277,0.521,-1.770,4.639,15.015
-0.168,-0.348,0.522,-0.732,4.211,4.333
-0.069,-0.440,0.531,-0.305,-0.427,-4.211
0.041,-0.541,0.555,1.892,-5.798,-10.254
0.123,-0.651,0.597,4.578,-8.850,-11.780
0.166,-0.731,0.641,5.615,-10.315,-8.240
0.171,-0.772,0.672,5.737,-9.827,-3.540
0.150,-0.755,0.700,5.859,-7.812,1.953
0.129,-0.718,0.705,5.249,-5.737,6.104
0.113,-0.692,0.703,3.906,-4.578,8.606
0.090,-0.669,0.703,3.906,-4.578,10.376
0.071,-0.661,0.714,5.188,-4.883,10.071
0.052,-0.670,0.740,6.348,-5.615,8.850
0.017,-0.679,0.776,6.714,-6.470,7.385
-0.005,-0.681,0.801,6.592,-6.287,5.920
-0.024,-0.669,0.820,5.981,-5.615,4.089
-0.041,-0.641,0.832,4.944,-4.944,2.380
-0.052,-0.615,0.837,3.967,-3.784,0.977
-0.050,-0.604,0.825,3.052,-2.258,-0.854
-0.024,-0.600,0.811,3.601,-0.122,-1.770
-0.017,-0.610,0.822,5.432,3.174,-1.038
-0.015,-0.624,0.831,6.653,6.653,0.488
0.000,-0.646,0.829,6.531,8.972,0.610
0.021,-0.667,0.826,5.615,8.545,-0.854
0.036,-0.680,0.825,4.456,6.409,-3.113
0.051,-0.682,0.825,3.418,3.601,-5.005
0.068,-0.690,0.829,3.052,1.526,-6.409
0.084,-0.701,0.831,1.892,1.404,-6.653
0.094,-0.708,0.832,0.549,2.808,-5.676
0.092,-0.703,0.822,-0.916,4.944,-4.395
0.096,-0.700,0.804,-1.465,7.751,-3.174
0.100,-0.701,0.792,-1.221,9.338,-2.930
0.100,-0.699,0.778,-1.587,8.972,-3.357
0.098,-0.687,0.751,-2.136,6.836,-4.333
0.102,-0.673,0.732,-1.221,3.967,-5.310
0.110,-0.670,0.726,0.549,0.366,-6.226
0.104,-0.670,0.734,1.709,-3.357,-6.470
0.100,-0.675,0.755,1.404,-5.737,-6.165
0.083,-0.672,0.770,-0.061,-7.080,-5.615
0.072,-0.667,0.775,-1.221,-6.958,-4.883
0.064,-0.670,0.775,-1.038,-5.432,-4.517
0.060,-0.667,0.771,0.366,-3.113,-4.456
0.067,-0.666,0.766,1.404,-1.770,-4.639
0.073,-0.666,0.761,1.648,-1.953,-4.700
0.079,-0.675,0.764,1.160,-3.296,-5.005
0.086,-0.684,0.767,-0.366,-5.554,-5.066
0.089,-0.686,0.775,-1.404,-6.897,-4.700
0.086,-0.685,0.782,-1.892,-6.775,-3.845
0.079,-0.677,0.787,-1.892,-5.798,-1.709
0.074,-0.679,0.790,-1.892,-3.662,0.488
0.076,-0.688,0.795,-1.953,-2.014,1.465
0.078,-0.691,0.792,-3.052,-1.526,1.709
0.084,-0.694,0.781,-5.127,-1.953,1.221
0.088,-0.694,0.769,-7.019,-3.906,0.183
0.085,-0.684,0.759,-7.996,-5.615,-0.183
0.088,-0.679,0.752,-8.240,-6.531,-0.488
0.087,-0.677,0.754,-7.935,-7.751,-0.183
0.081,-0.676,0.767,-7.751,-8.850,0.549
0.065,-0.666,0.773,-8.118,-8.789,1.526
0.059,-0.654,0.768,-7.812,-7.080,3.235
0.051,-0.650,0.764,-6.653,-5.676,4.700
0.044,-0.652,0.760,-5.554,-5.066,5.798
0.041,-0.657,0.759,-4.700,-5.737,6.226
0.039,-0.662,0.763,-4.456,-7.263,6.165
0.034,-0.665,0.765,-5.615,-8.972,5.310
0.039,-0.671,0.762,-7.324,-10.376,3.662
0.056,-0.681,0.756,-8.667,-11.292,1.953
0.064,-0.685,0.752,-9.583,-12.268,1.465
0.067,-0.689,0.752,-10.254,-11.963,1.709
0.078,-0.691,0.753,-10.010,-10.864,2.197
0.083,-0.693,0.763,-10.193,-10.376,4.272
0.069,-0.686,0.775,-11.292,-10.193,7.996
0.048,-0.675,0.786,-12.573,-9.705,11.047
0.022,-0.663,0.795,-13.733,-8.850,12.512
0.002,-0.643,0.804,-14.282,-8.057,12.512
-0.014,-0.623,0.806,-14.648,-7.080,12.024
-0.018,-0.618,0.804,-15.137,-6.287,11.292
-0.017,-0.610,0.792,-15.686,-5.981,10.132
-0.014,-0.598,0.782,-15.747,-6.714,8.972
-0.004,-0.602,0.780,-15.320,-7.874,7.507
0.009,-0.607,0.777,-14.099,-8.606,6.226
0.028,-0.620,0.774,-13.184,-8.240,5.432
0.049,-0.637,0.779,-11.658,-7.080,5.737
0.055,-0.667,0.779,-10.559,-5.188,7.629
0.062,-0.685,0.785,-9.644,-3.418,9.583
0.057,-0.683,0.784,-10.437,-2.808,11.719
0.041,-0.658,0.781,-11.658,-3.235,13.184
0.016,-0.615,0.781,-13.123,-4.333,14.038
-0.010,-0.575,0.789,-14.404,-6.226,13.611

